date,service_type,region,provider,cpu_hours,storage_gb,data_transfer_gb,cost_usd,team,co2e_kg
2024-01-01,Networking,eastus,Azure,1.5416,9.8138,11.9013,2.0098,Data,0.012405896000000001
2024-01-01,Networking,eastus,Azure,1.7536,12.1936,43.8484,4.5575,QA,0.044442991999999994
2024-01-01,VM,westeurope,AWS,12.6662,44.2402,8.3419,3.0596,Engineering,0.011759944000000001
2024-01-01,Database,westeurope,AWS,5.948,202.8538,5.997,2.4443,Engineering,0.011243676
2024-01-01,VM,eastus,AWS,15.3907,52.7984,7.0725,2.3713,DevOps,0.011206608
2024-01-02,VM,westeurope,AWS,8.5237,55.5385,8.4113,1.93,Engineering,0.01122681
2024-01-02,VM,eastus,AWS,14.3211,45.9639,4.768,3.0085,Engineering,0.008551498
2024-01-02,VM,southeastasia,AWS,9.3582,44.9231,9.468,1.8496,QA,0.012238102
2024-01-02,Networking,westeurope,Azure,1.8964,9.0648,16.4266,2.2353,DevOps,0.016987176
2024-01-02,VM,eastus,Azure,15.2989,49.4599,10.4085,2.508,Data,0.014457478000000001
2024-01-02,Networking,westeurope,Azure,3.6861,8.6194,26.4123,3.3304,DevOps,0.027321908
2024-01-03,Database,eastus,Azure,5.9087,208.9295,3.4578,2.6046,DevOps,0.00881813
2024-01-03,VM,southeastasia,Azure,12.8792,56.7247,6.5352,2.8912,DevOps,0.010245534
2024-01-03,VM,eastus,Azure,11.0515,47.5428,5.9322,3.8679,Engineering,0.009093356
2024-01-03,VM,westeurope,AWS,9.3891,46.2002,4.8561,3.1542,Engineering,0.007657923999999999
2024-01-03,VM,eastus,AWS,20.831,34.313,11.033,2.6814,Engineering,0.01588546
2024-01-04,Database,eastus,AWS,6.0903,273.8973,4.7115,1.7886,Engineering,0.011407506
2024-01-04,Storage,southeastasia,AWS,0.5377,706.9597,2.4639,3.1101,DevOps,0.016710634
2024-01-04,VM,westeurope,Azure,9.0284,45.7528,8.2392,3.4039,Data,0.010959936
2024-01-04,VM,westeurope,AWS,10.4896,54.0225,5.8047,2.5342,Data,0.00898307
2024-01-05,Networking,westeurope,Azure,2.9362,10.5946,24.3695,5.2977,Engineering,0.025168632
2024-01-05,Storage,eastus,Azure,0.4347,920.0583,2.0915,1.8862,QA,0.020579606
2024-01-05,VM,westeurope,Azure,14.762,48.2996,9.5673,3.5584,QA,0.013485692
2024-01-05,VM,southeastasia,Azure,15.3081,48.9276,3.357,2.6955,Engineering,0.0073971720000000005
2024-01-06,VM,westeurope,AWS,9.5099,59.5129,5.0188,2.8746,Engineering,0.008111038
2024-01-06,VM,eastus,AWS,10.0216,49.4217,4.8188,3.6827,Engineering,0.007811554000000001
2024-01-06,Storage,westeurope,AWS,0.1242,795.8564,0.4222,1.2149,Data,0.016364168000000002
2024-01-07,VM,southeastasia,AWS,10.1315,52.4542,5.2158,3.8786,Engineering,0.008291184
2024-01-07,VM,westeurope,Azure,6.5476,46.4356,2.5375,2.2915,QA,0.0047757319999999995
2024-01-07,VM,eastus,Azure,4.7594,41.3921,7.335,2.0558,QA,0.009114722
2024-01-08,Database,westeurope,Azure,3.9335,171.8652,5.7726,3.5078,DevOps,0.009996604
2024-01-08,Database,westeurope,AWS,6.7707,239.9264,6.4823,3.5818,DevOps,0.012634968
2024-01-08,Database,eastus,AWS,5.272,202.4562,8.472,2.3871,Engineering,0.013575524
2024-01-08,Storage,eastus,AWS,0.2666,692.8256,1.7991,2.5115,DevOps,0.015708932
2024-01-09,VM,southeastasia,AWS,10.8764,40.3159,6.1628,1.9395,DevOps,0.009144398
2024-01-09,Database,westeurope,AWS,6.6335,247.7895,4.3491,2.0269,Engineering,0.01063159
2024-01-09,VM,eastus,AWS,7.3535,47.4265,8.4413,2.9408,DevOps,0.01086053
2024-01-10,Storage,westeurope,AWS,0.5722,952.0293,1.5754,1.4351,Engineering,0.020730426000000003
2024-01-10,VM,eastus,AWS,11.2878,64.04,7.9533,2.9904,QA,0.01149166
2024-01-10,VM,eastus,AWS,9.2022,46.6997,8.3138,2.6623,Data,0.011088234000000002
2024-01-10,Storage,westeurope,Azure,0.4747,807.3076,2.3883,2.7954,DevOps,0.018629392
2024-01-10,VM,westeurope,AWS,12.3783,48.8616,9.412,4.3817,Data,0.012864892
2024-01-10,Database,eastus,AWS,5.2704,206.2279,6.3275,1.5387,Engineering,0.011506137999999999
2024-01-11,VM,eastus,Azure,10.6064,53.3649,7.811,3.1229,Engineering,0.010999578
2024-01-11,Storage,westeurope,Azure,0.454,734.2732,2.6262,2.7258,DevOps,0.017402464
2024-01-11,VM,westeurope,Azure,12.6869,54.7464,2.59,2.6254,Engineering,0.006222307999999999
2024-01-11,VM,eastus,AWS,13.1761,49.0661,7.5195,3.0794,Engineering,0.011136042
2024-01-12,Storage,eastus,AWS,0.7531,892.4814,2.4002,3.4105,DevOps,0.020400448
2024-01-12,VM,eastus,AWS,14.9254,48.8971,6.0188,2.1531,Data,0.009981822
2024-01-12,Networking,westeurope,AWS,1.8393,9.35,31.8344,5.5152,Engineering,0.032389259999999996
2024-01-12,Networking,eastus,AWS,1.276,7.8888,23.534,4.6282,QA,0.023946976
2024-01-12,Storage,eastus,Azure,0.4733,763.7211,1.9973,2.4596,Engineering,0.017366382
2024-01-12,VM,eastus,AWS,13.558,61.4955,7.739,2.6087,Data,0.011680510000000002
2024-01-13,Storage,eastus,Azure,0.3502,572.3903,1.3595,1.1865,QA,0.012877346
2024-01-13,Database,southeastasia,AWS,2.5473,170.9867,4.6551,3.4605,DevOps,0.008584294
2024-01-13,Database,eastus,AWS,2.5475,170.3831,1.7633,2.5287,Engineering,0.005680462000000001
2024-01-13,VM,eastus,AWS,6.2299,37.5491,8.1466,2.2384,Engineering,0.010143562
2024-01-13,VM,eastus,Azure,2.7222,55.8521,4.3626,1.273,Data,0.006024081999999999
2024-01-13,Database,westeurope,AWS,3.438,245.813,1.5763,3.0683,Data,0.00718016
2024-01-14,Networking,eastus,AWS,1.9181,10.0079,15.4228,3.9103,Engineering,0.016006578
2024-01-14,Database,southeastasia,AWS,1.5471,216.0648,4.0907,2.0035,Data,0.008721416
2024-01-14,VM,westeurope,AWS,11.8241,58.8447,4.162,2.867,DevOps,0.007703714
2024-01-15,VM,westeurope,Azure,16.1904,47.0757,10.7591,4.5394,Data,0.014938694
2024-01-15,Storage,southeastasia,Azure,0.5657,695.7702,2.0698,3.0629,Data,0.016098344
2024-01-15,Storage,eastus,Azure,0.7382,827.3123,1.8832,3.4444,Engineering,0.018577086000000003
2024-01-16,VM,eastus,Azure,16.259,58.4201,4.5411,2.3343,Data,0.008961302
2024-01-16,VM,eastus,AWS,13.0998,42.9509,6.7667,4.0127,Engineering,0.010245678000000001
2024-01-16,Storage,westeurope,AWS,0.3676,702.1401,1.6646,1.4275,Engineering,0.015780922
2024-01-17,Storage,eastus,Azure,0.3477,660.761,1.975,2.9205,Engineering,0.015259759999999997
2024-01-17,Storage,eastus,AWS,0.3875,821.3754,2.0214,2.6717,Engineering,0.018526407999999998
2024-01-17,Database,eastus,Azure,5.6206,203.823,6.3003,3.3671,Data,0.01150088
2024-01-18,VM,eastus,AWS,13.4131,44.3274,4.5866,1.6408,Engineering,0.008155768
2024-01-18,VM,eastus,AWS,12.6547,56.8292,10.5328,3.3451,Engineering,0.014200324
2024-01-18,VM,westeurope,Azure,13.9609,42.2207,7.5432,2.5908,DevOps,0.011179794
2024-01-18,VM,westeurope,Azure,12.0831,50.9552,7.1326,2.1431,Engineering,0.010568324
2024-01-18,VM,eastus,AWS,11.2845,50.3639,6.0057,2.6468,Engineering,0.009269878
2024-01-18,Database,eastus,AWS,6.356,208.2073,3.914,2.9886,QA,0.009349346
2024-01-19,Networking,westeurope,AWS,1.7337,8.6355,35.7476,5.6477,DevOps,0.036267049999999995
2024-01-19,Storage,westeurope,Azure,0.5955,801.2958,2.5292,2.2936,Engineering,0.018674215999999997
2024-01-19,Storage,westeurope,AWS,0.2894,730.0903,2.1565,1.6148,Engineering,0.016816185999999997
2024-01-20,Networking,westeurope,AWS,1.4885,9.6954,18.3403,4.5754,Data,0.018831908
2024-01-20,VM,eastus,Azure,5.388,49.1011,4.273,3.169,Data,0.0063326219999999996
2024-01-20,VM,eastus,AWS,8.0693,65.5655,6.0907,2.4669,DevOps,0.00901587
2024-01-21,Storage,westeurope,Azure,0.2592,520.8378,1.9065,2.5271,Data,0.012375095999999999
2024-01-21,VM,eastus,AWS,7.926,38.5214,0.0,2.7364,Engineering,0.0023556280000000002
2024-01-21,Networking,eastus,Azure,0.8176,10.7194,29.2473,5.6739,Data,0.029625208
2024-01-21,Networking,westeurope,Azure,1.5294,8.6363,29.7789,3.5174,Engineering,0.030257506
2024-01-21,Storage,eastus,AWS,0.2951,1180.9331,1.1093,2.7353,Data,0.024786982
2024-01-21,Storage,westeurope,AWS,0.5133,862.0419,1.7092,3.737,Data,0.019052698
2024-01-22,Storage,eastus,AWS,0.5448,833.5962,1.3247,2.5492,QA,0.018105584
2024-01-22,Storage,eastus,Azure,0.7228,870.833,2.1301,1.7754,QA,0.019691319999999995
2024-01-22,Networking,eastus,Azure,3.2693,10.7859,24.7072,3.7268,QA,0.025576778
2024-01-22,Networking,eastus,AWS,1.9333,11.2348,30.6599,4.2267,Engineering,0.031271256
2024-01-22,VM,westeurope,AWS,8.6237,48.8822,7.984,2.7173,Engineering,0.010686384
2024-01-23,VM,westeurope,AWS,8.0426,50.5881,4.4367,3.763,Engineering,0.007056982
2024-01-23,Storage,westeurope,Azure,0.4277,690.7331,1.4775,2.25,Data,0.015377702
2024-01-23,Networking,eastus,AWS,1.194,11.6292,26.4488,4.4153,Data,0.026920184
2024-01-23,VM,westeurope,AWS,10.3087,23.2385,7.1443,2.4915,Data,0.00967081
2024-01-23,VM,westeurope,AWS,12.7149,60.6122,8.3001,4.3511,QA,0.012055324000000001
2024-01-23,Networking,southeastasia,AWS,1.6147,9.064,53.1424,6.2154,Data,0.053646620000000006
2024-01-24,VM,westeurope,AWS,12.447,56.104,5.743,3.7966,Engineering,0.009354480000000002
2024-01-24,Networking,eastus,Azure,2.2966,9.5357,32.9352,4.6353,Engineering,0.033585234000000005
2024-01-24,Database,southeastasia,AWS,4.1233,239.473,2.3703,1.765,Engineering,0.00798442
2024-01-25,VM,westeurope,AWS,10.9349,51.931,8.6827,3.0238,QA,0.011908300000000002
2024-01-25,VM,eastus,AWS,12.1157,44.0427,11.8898,2.7305,DevOps,0.015193794
2024-01-25,Storage,eastus,AWS,0.6379,938.171,2.0724,3.474,QA,0.020963399999999997
2024-01-26,VM,westeurope,Azure,15.9363,51.9202,10.3585,3.7383,DevOps,0.014584164
2024-01-26,Networking,eastus,Azure,2.1918,6.4454,26.8679,4.5361,Data,0.027435168
2024-01-26,VM,eastus,AWS,12.5957,42.681,10.5287,3.5009,Engineering,0.013901460000000001
2024-01-27,VM,southeastasia,AWS,8.0933,37.1034,4.6805,3.4542,Data,0.007041228
2024-01-27,Database,eastus,Azure,3.1791,161.9594,0.5063,1.8543,Data,0.0043813079999999996
2024-01-27,Networking,westeurope,AWS,1.0461,9.0117,20.9736,3.748,Engineering,0.021363054000000003
2024-01-28,VM,eastus,AWS,8.4889,51.5577,4.6518,3.6544,QA,0.007380734
2024-01-28,VM,westeurope,AWS,3.3698,58.468,3.807,3.1606,QA,0.00565032
2024-01-28,VM,southeastasia,AWS,5.8965,47.6812,4.5331,2.0773,Data,0.0066660239999999996
2024-01-28,Networking,eastus,AWS,0.9606,9.0241,24.3919,4.313,Data,0.024764502
2024-01-28,Database,westeurope,AWS,3.7234,231.9644,1.7241,2.2114,Engineering,0.007108068
2024-01-28,Storage,southeastasia,Azure,0.4762,598.1816,0.0,2.8254,DevOps,0.012058871999999998
2024-01-29,VM,eastus,AWS,14.0016,62.1048,9.1042,2.1518,QA,0.013146616000000002
2024-01-29,VM,eastus,AWS,11.2508,45.1359,9.9245,3.4392,QA,0.013077378
2024-01-29,Database,southeastasia,Azure,5.7762,180.2176,4.2854,3.3777,QA,0.009044992
2024-01-29,VM,eastus,AWS,13.7919,53.8645,10.866,2.7221,Engineering,0.01470167
2024-01-30,Database,southeastasia,AWS,7.1939,231.4559,5.5154,2.0802,Engineering,0.011583298
2024-01-30,VM,westeurope,Azure,10.8703,45.4041,7.0695,3.9147,Data,0.010151641999999999
2024-01-30,Database,southeastasia,Azure,4.7242,203.1421,2.3772,1.7458,DevOps,0.007384882
2024-01-31,VM,westeurope,Azure,8.228,56.8062,8.0861,3.0945,Engineering,0.010867824000000002
2024-01-31,Networking,westeurope,Azure,2.5508,10.0954,24.2593,3.2145,DevOps,0.024971368
2024-01-31,VM,eastus,Azure,10.5776,43.038,9.4265,4.0932,Engineering,0.01240278
2024-02-01,Database,eastus,Azure,7.8098,175.4919,5.553,3.5895,Engineering,0.010624798
2024-02-01,Storage,eastus,AWS,0.4508,802.9571,2.054,1.9716,Data,0.018203301999999998
2024-02-01,Storage,westeurope,Azure,0.5312,989.2944,1.9428,3.0404,Engineering,0.021834928
2024-02-02,Networking,westeurope,AWS,2.1395,11.1279,38.7921,5.2865,DevOps,0.039442557999999996
2024-02-02,VM,eastus,Azure,10.2404,64.331,10.6488,2.9583,QA,0.0139835
2024-02-02,VM,southeastasia,AWS,17.1762,49.1526,5.0602,4.1783,DevOps,0.009478492000000002
2024-02-02,VM,southeastasia,AWS,14.5023,46.2897,6.2638,2.1237,DevOps,0.010090054000000001
2024-02-03,Database,eastus,AWS,4.6967,255.3991,0.8949,1.9958,QA,0.006942222
2024-02-03,VM,southeastasia,AWS,5.0674,44.9816,4.1781,2.0751,QA,0.0060912119999999995
2024-02-03,Database,eastus,Azure,3.2559,210.2818,3.1851,3.0315,Engineering,0.008041916
2024-02-03,Networking,westeurope,Azure,1.8246,10.7371,5.7235,1.4239,Engineering,0.006303161999999999
2024-02-03,Networking,eastus,AWS,1.1751,10.1922,8.8705,2.0351,Data,0.009309364
2024-02-04,Storage,southeastasia,AWS,0.1829,994.2562,1.7291,3.8083,Data,0.021650804
2024-02-04,Database,westeurope,Azure,4.7131,204.8829,1.1323,1.0311,Engineering,0.006172578
2024-02-04,Storage,eastus,AWS,0.4279,810.9903,0.1688,3.6012,DevOps,0.016474186
2024-02-04,VM,westeurope,Azure,3.878,52.6392,4.3187,1.4257,Engineering,0.006147084000000001
2024-02-04,Database,westeurope,Azure,4.1579,194.842,2.7194,3.0523,Data,0.007447819999999999
2024-02-04,Storage,eastus,Azure,0.3653,962.1774,1.2785,2.5725,Data,0.020595107999999997
2024-02-05,Storage,westeurope,AWS,0.4186,741.9337,1.8078,3.6913,Engineering,0.016730194
2024-02-05,VM,eastus,Azure,13.2725,72.2376,7.7681,3.6896,DevOps,0.011867352000000001
2024-02-05,VM,southeastasia,Azure,13.8406,42.3291,7.3823,4.0319,DevOps,0.010997001999999999
2024-02-05,Networking,westeurope,AWS,1.1657,7.6573,48.0156,6.6964,Engineering,0.048401886
2024-02-05,Storage,southeastasia,Azure,0.5815,610.8329,2.8859,3.0887,Data,0.015218857999999998
2024-02-06,Networking,eastus,Azure,2.69,10.346,9.0779,2.4866,Data,0.00982282
2024-02-06,VM,eastus,AWS,16.6268,63.5337,6.3542,3.549,Data,0.010950234
2024-02-06,VM,eastus,Azure,12.8266,62.8757,11.6903,3.2077,Engineering,0.015513134000000001
2024-02-06,VM,eastus,Azure,10.2261,35.3586,5.8712,2.67,Data,0.008623592
2024-02-06,Storage,southeastasia,AWS,0.553,968.5452,1.0367,2.2542,Engineering,0.020518204
2024-02-07,Storage,southeastasia,Azure,0.4621,845.5671,1.8039,1.4755,Data,0.018807662
2024-02-07,Storage,southeastasia,AWS,0.4311,887.9168,1.9516,2.1675,Engineering,0.019796156
2024-02-07,Storage,eastus,AWS,0.5174,854.3042,1.9199,2.6416,QA,0.019109463999999996
2024-02-07,Storage,westeurope,AWS,0.6357,932.9819,1.3761,1.8743,Engineering,0.020162878
2024-02-07,Networking,southeastasia,AWS,2.5365,9.7541,34.9249,5.8678,DevOps,0.035627282
2024-02-07,Database,westeurope,AWS,4.6243,206.033,6.576,1.5477,Data,0.01162152
2024-02-08,Networking,southeastasia,Azure,2.253,11.4855,13.3415,2.2159,QA,0.014021810000000001
2024-02-08,Storage,eastus,Azure,0.6179,759.8591,2.1237,2.0251,QA,0.017444462
2024-02-08,VM,westeurope,Azure,14.7044,48.9585,7.1259,4.0569,QA,0.011045949999999999
2024-02-08,VM,eastus,Azure,14.2586,60.0359,11.8073,3.7017,Engineering,0.015859737999999998
2024-02-08,VM,westeurope,Azure,11.0909,49.7397,5.1476,3.1402,Data,0.008360573999999999
2024-02-08,Networking,westeurope,AWS,2.156,10.1344,19.3675,2.9695,QA,0.020001388
2024-02-09,Storage,westeurope,Azure,0.5949,833.743,2.0625,1.5041,DevOps,0.01885634
2024-02-09,Database,eastus,AWS,5.9061,173.8828,3.5236,2.0022,Data,0.008182476000000001
2024-02-09,Networking,westeurope,AWS,1.5052,11.4112,21.1576,2.9381,Data,0.021686864
2024-02-09,Networking,eastus,AWS,1.8877,10.2407,21.5649,3.1807,DevOps,0.022147254
2024-02-09,Database,eastus,Azure,6.1878,187.1178,5.1834,3.455,Data,0.010163315999999999
2024-02-09,Database,eastus,AWS,6.8149,234.4826,4.5486,3.6663,Data,0.010601232
2024-02-10,Storage,eastus,AWS,0.3851,1096.1663,0.0,1.805,QA,0.022000346
2024-02-10,VM,eastus,AWS,9.4027,39.8588,5.6008,3.1756,Data,0.008278516
2024-02-10,Storage,eastus,Azure,0.1063,925.1131,0.6881,2.7843,Engineering,0.019211621999999998
2024-02-10,VM,southeastasia,Azure,10.5921,62.8678,0.0,1.9155,Engineering,0.0033757760000000005
2024-02-10,Storage,eastus,Azure,0.1434,823.5401,0.6389,1.8736,DevOps,0.017138382
2024-02-11,Networking,westeurope,AWS,1.5475,12.9198,12.6555,1.8735,Engineering,0.013223396
2024-02-11,Storage,southeastasia,AWS,0.5159,820.3233,0.1518,1.409,DevOps,0.016661446
2024-02-11,Storage,westeurope,AWS,0.2333,631.1427,1.0438,3.1941,DevOps,0.013713313999999997
2024-02-11,Storage,westeurope,AWS,0.3975,816.0249,0.9085,3.1815,DevOps,0.017308498
2024-02-11,Networking,eastus,AWS,0.8479,9.6417,15.7847,2.7325,Engineering,0.016147114
2024-02-11,VM,eastus,Azure,9.3243,49.9545,6.0124,4.0074,Data,0.00887635
2024-02-12,VM,westeurope,AWS,16.4284,58.1269,12.2581,2.7896,Data,0.016706318
2024-02-12,VM,southeastasia,AWS,12.7808,46.7442,6.6949,4.1452,Engineering,0.010185944
2024-02-12,Storage,southeastasia,Azure,0.614,608.2746,1.6902,3.5299,Data,0.013978491999999997
2024-02-13,VM,eastus,AWS,14.7953,53.8082,8.1296,3.0643,Engineering,0.012164824000000001
2024-02-13,VM,westeurope,AWS,8.3709,54.4995,11.6738,2.3743,Engineering,0.01443797
2024-02-13,VM,westeurope,AWS,15.6563,45.7726,7.0138,2.2213,Engineering,0.011060512
2024-02-13,VM,eastus,Azure,12.4817,50.0228,9.0487,2.7175,Engineering,0.012545496
